Time	Node	SegmentNumber	SegmentDuration(sec)	SegmentRepID	SegmentBitrate(bit/s)	StallingTime(msec)	SegmentDepIds
2016-Jan-05 11:36:36	PI_3	527	2	0	642933	0	
2016-Jan-05 11:36:38	PI_3	528	2	2	1405754	0	0,1
2016-Jan-05 11:36:40	PI_3	529	2	0	642933	0	
2016-Jan-05 11:36:42	PI_3	530	2	0	642933	0	
2016-Jan-05 11:36:44	PI_3	531	2	0	642933	0	
2016-Jan-05 11:36:46	PI_3	532	2	0	642933	0	
2016-Jan-05 11:36:48	PI_3	533	2	0	642933	0	
2016-Jan-05 11:36:50	PI_3	534	2	0	642933	0	
2016-Jan-05 11:36:52	PI_3	535	2	0	642933	0	
2016-Jan-05 11:36:54	PI_3	536	2	0	642933	0	
2016-Jan-05 11:36:56	PI_3	537	2	0	642933	0	
2016-Jan-05 11:36:58	PI_3	538	2	0	642933	0	
2016-Jan-05 11:37:00	PI_3	539	2	0	642933	0	
2016-Jan-05 11:37:02	PI_3	540	2	0	642933	0	
2016-Jan-05 11:37:04	PI_3	541	2	0	642933	0	
2016-Jan-05 11:37:06	PI_3	542	2	0	642933	0	
2016-Jan-05 11:37:08	PI_3	543	2	0	642933	0	
2016-Jan-05 11:37:10	PI_3	544	2	0	642933	0	
2016-Jan-05 11:37:12	PI_3	545	2	0	642933	0	
2016-Jan-05 11:37:14	PI_3	546	2	0	642933	0	
2016-Jan-05 11:37:16	PI_3	547	2	0	642933	0	
2016-Jan-05 11:37:18	PI_3	548	2	0	642933	0	
2016-Jan-05 11:37:20	PI_3	549	2	2	1405754	0	0,1
2016-Jan-05 11:37:22	PI_3	550	2	0	642933	0	
2016-Jan-05 11:37:24	PI_3	551	2	0	642933	0	
2016-Jan-05 11:37:26	PI_3	552	2	0	642933	0	
2016-Jan-05 11:37:28	PI_3	553	2	2	1405754	0	0,1
2016-Jan-05 11:37:30	PI_3	554	2	0	642933	0	
2016-Jan-05 11:37:32	PI_3	555	2	0	642933	0	
2016-Jan-05 11:37:34	PI_3	556	2	0	642933	0	
2016-Jan-05 11:37:36	PI_3	557	2	2	1405754	0	0,1
2016-Jan-05 11:37:38	PI_3	558	2	0	642933	0	
2016-Jan-05 11:37:40	PI_3	559	2	0	642933	0	
2016-Jan-05 11:37:42	PI_3	560	2	0	642933	0	
2016-Jan-05 11:37:44	PI_3	561	2	0	642933	0	
2016-Jan-05 11:37:46	PI_3	562	2	2	1405754	0	0,1
2016-Jan-05 11:37:48	PI_3	563	2	0	642933	0	
2016-Jan-05 11:37:50	PI_3	564	2	0	642933	0	
2016-Jan-05 11:37:52	PI_3	565	2	2	1405754	0	0,1
2016-Jan-05 11:37:54	PI_3	566	2	1	997955	0	0
2016-Jan-05 11:37:56	PI_3	567	2	1	997955	0	0
2016-Jan-05 11:37:58	PI_3	568	2	1	997955	0	0
2016-Jan-05 11:38:00	PI_3	569	2	2	1405754	0	0,1
2016-Jan-05 11:38:02	PI_3	570	2	0	642933	0	
2016-Jan-05 11:38:04	PI_3	571	2	2	1405754	0	0,1
2016-Jan-05 11:38:06	PI_3	572	2	0	642933	0	
2016-Jan-05 11:38:08	PI_3	573	2	2	1405754	0	0,1
2016-Jan-05 11:38:10	PI_3	574	2	0	642933	0	
2016-Jan-05 11:38:12	PI_3	575	2	2	1405754	0	0,1
2016-Jan-05 11:38:14	PI_3	576	2	2	1405754	0	0,1
2016-Jan-05 11:38:16	PI_3	577	2	0	642933	0	
2016-Jan-05 11:38:18	PI_3	578	2	1	997955	0	0
2016-Jan-05 11:38:20	PI_3	579	2	2	1405754	0	0,1
2016-Jan-05 11:38:22	PI_3	580	2	2	1405754	0	0,1
2016-Jan-05 11:38:24	PI_3	581	2	0	642933	0	
2016-Jan-05 11:38:26	PI_3	582	2	2	1405754	0	0,1
2016-Jan-05 11:38:28	PI_3	583	2	0	642933	0	
2016-Jan-05 11:38:30	PI_3	584	2	0	642933	0	
2016-Jan-05 11:38:32	PI_3	585	2	0	642933	0	
2016-Jan-05 11:38:34	PI_3	586	2	0	642933	0	
2016-Jan-05 11:38:36	PI_3	587	2	2	1405754	0	0,1
2016-Jan-05 11:38:38	PI_3	588	2	0	642933	0	
2016-Jan-05 11:38:40	PI_3	589	2	0	642933	0	
2016-Jan-05 11:38:42	PI_3	590	2	0	642933	0	
2016-Jan-05 11:38:44	PI_3	591	2	0	642933	0	
2016-Jan-05 11:38:46	PI_3	592	2	2	1405754	0	0,1
2016-Jan-05 11:38:48	PI_3	593	2	0	642933	0	
2016-Jan-05 11:38:50	PI_3	594	2	0	642933	0	
2016-Jan-05 11:38:52	PI_3	595	2	2	1405754	0	0,1
2016-Jan-05 11:38:54	PI_3	596	2	2	1405754	0	0,1
2016-Jan-05 11:38:56	PI_3	597	2	0	642933	0	
2016-Jan-05 11:38:58	PI_3	598	2	2	1405754	0	0,1
2016-Jan-05 11:39:00	PI_3	599	2	1	997955	0	0
2016-Jan-05 11:39:02	PI_3	600	2	1	997955	0	0
2016-Jan-05 11:39:04	PI_3	601	2	1	997955	0	0
2016-Jan-05 11:39:06	PI_3	602	2	1	997955	0	0
2016-Jan-05 11:39:08	PI_3	603	2	1	997955	0	0
2016-Jan-05 11:39:10	PI_3	604	2	2	1405754	0	0,1
2016-Jan-05 11:39:12	PI_3	605	2	2	1405754	0	0,1
2016-Jan-05 11:39:14	PI_3	606	2	1	997955	0	0
2016-Jan-05 11:39:16	PI_3	607	2	1	997955	0	0
2016-Jan-05 11:39:18	PI_3	608	2	2	1405754	0	0,1
2016-Jan-05 11:39:20	PI_3	609	2	2	1405754	0	0,1
2016-Jan-05 11:39:22	PI_3	610	2	0	642933	0	
2016-Jan-05 11:39:24	PI_3	611	2	2	1405754	0	0,1
2016-Jan-05 11:39:26	PI_3	612	2	1	997955	0	0
2016-Jan-05 11:39:28	PI_3	613	2	1	997955	0	0
2016-Jan-05 11:39:30	PI_3	614	2	1	997955	0	0
2016-Jan-05 11:39:32	PI_3	615	2	1	997955	0	0
